,Unnamed: 0,chunk,punctuation_mark,word_count,source_file
60779,28355,nor paper bags to be made,", ",6,data/andersen.html
60780,28356,nor the scales to be polished,. ,6,data/andersen.html
60781,28357,So Anthony invented employment,; ,4,data/andersen.html
60782,28358,he mended his clothes and patched his boots,", ",8,data/andersen.html
60783,28359,and when he at last went to bed,",",8,data/andersen.html
60784,28360,his nightcap,", ",2,data/andersen.html
60785,28361,which he had worn from habit,", ",6,data/andersen.html
60786,28362,still remained on his head,; ,5,data/andersen.html
60787,28363,he had only to pull it down a little farther over his forehead,. ,13,data/andersen.html
60788,28364,Very soon,", ",2,data/andersen.html
60789,28365,however,", ",1,data/andersen.html
60790,28366,it would be pushed up again to see if the light was properly put out,; ,15,data/andersen.html
60791,28367,he would touch it,", ",4,data/andersen.html
60792,28368,press the wick together,", ",4,data/andersen.html
60793,28369,and at last pull his nightcap over his eyes and lie down again on the other side,. ,17,data/andersen.html
60794,28370,But often there would arise in his mind a doubt as to whether every coal had been quite put out in the little fire-pan in the shop below,. ,28,data/andersen.html
60795,28371,If even a tiny spark had remained it might set fire to something,", ",13,data/andersen.html
60796,28372,and cause great damage,. ,4,data/andersen.html
60797,28373,Then he would rise from his bed,", ",7,data/andersen.html
60798,28374,creep down the ladder,—,4,data/andersen.html
60799,28375,for it could scarcely be called a flight of stairs,—,10,data/andersen.html
60800,28376,and when he reached the fire-pan not a spark could be seen,; ,12,data/andersen.html
60801,28377,so he had just to go back again to bed,. ,10,data/andersen.html
60802,28378,But often,", ",2,data/andersen.html
60803,28379,when he had got half way back,", ",7,data/andersen.html
60804,28380,he would fancy the iron shutters of the door were not properly fastened,", ",13,data/andersen.html
60805,28381,and his thin legs would carry him down again,. ,9,data/andersen.html
60806,28382,And when at last he crept into bed,", ",8,data/andersen.html
60807,28383,he would be so cold that his teeth chattered in his head,. ,12,data/andersen.html
60808,28384,He would draw the coverlet closer round him,", ",8,data/andersen.html
60809,28385,pull his nightcap over his eyes,", ",6,data/andersen.html
60810,28386,and try to turn his thoughts from trade,", ",8,data/andersen.html
60811,28387,and from the labors of the day,", ",7,data/andersen.html
60812,28388,to olden times,. ,3,data/andersen.html
60813,28389,But this was scarcely an agreeable entertainment,; ,7,data/andersen.html
60814,28390,for thoughts of olden memories raise the curtains from the past,", ",11,data/andersen.html
60815,28391,and sometimes pierce the heart with painful recollections till the agony brings tears to the waking eyes,. ,17,data/andersen.html
60816,28392,And so it was with Anthony,; ,6,data/andersen.html
60817,28393,often the scalding tears,", ",4,data/andersen.html
60818,28394,like pearly drops,", ",3,data/andersen.html
60819,28395,would fall from his eyes to the coverlet and roll on the floor with a sound as if one of his heartstrings had broken,. ,24,data/andersen.html
60820,28396,Sometimes,", ",1,data/andersen.html
60821,28397,with a lurid flame,", ",4,data/andersen.html
60822,28398,memory would light up a picture of life which had never faded from his heart,. ,15,data/andersen.html
60823,28399,If he dried his eyes with his nightcap,", ",8,data/andersen.html
60824,28400,then the tear and the picture would be crushed,; ,9,data/andersen.html
60825,28401,but the source of the tears remained and welled up again in his heart,. ,14,data/andersen.html
60826,28402,The pictures did not follow one another in order,", ",9,data/andersen.html
60827,28403,as the circumstances they represented had occurred,; ,7,data/andersen.html
60828,28404,very often the most painful would come together,", ",8,data/andersen.html
60829,28405,and when those came which were most full of joy,", ",10,data/andersen.html
60830,28406,they had always the deepest shadow thrown upon them,. ,9,data/andersen.html
60831,28407,The beech woods of Denmark are acknowledged by every one to be very beautiful,", ",14,data/andersen.html
60832,28408,but more beautiful still in the eyes of old Anthony were the beech woods in the neighborhood of Wartburg,. ,19,data/andersen.html
60833,28409,More grand and venerable to him seemed the old oaks around the proud baronial castle,", ",15,data/andersen.html
60834,28410,where the creeping plants hung over the stony summits of the rocks,; ,12,data/andersen.html
60835,28411,sweeter was the perfume there of the apple-blossom than in all the land of Denmark,. ,15,data/andersen.html
60836,28412,How vividly were represented to him,", ",6,data/andersen.html
60837,28413,in a glittering tear that rolled down his cheek,", ",9,data/andersen.html
60838,28414,two children at play,—,4,data/andersen.html
60839,28415,a boy and a girl,. ,5,data/andersen.html
60840,28416,The boy had rosy cheeks,", ",5,data/andersen.html
60841,28417,golden ringlets,", ",2,data/andersen.html
60842,28418,and clear,", ",2,data/andersen.html
60843,28419,blue eyes,; ,2,data/andersen.html
60844,28420,he was the son of Anthony,", ",6,data/andersen.html
60845,28421,a rich merchant,; ,3,data/andersen.html
60846,28422,it was himself,. ,3,data/andersen.html
60847,28423,The little girl had brown eyes and black hair,", ",9,data/andersen.html
60848,28424,and was clever and courageous,; ,5,data/andersen.html
60849,28425,she was the mayor's daughter,", ",5,data/andersen.html
60850,28426,Molly,. ,1,data/andersen.html
60851,28427,The children were playing with an apple,; ,7,data/andersen.html
60852,28428,they shook the apple,", ",4,data/andersen.html
60853,28429,and heard the pips rattling in it,. ,7,data/andersen.html
60854,28430,Then they cut it in two,", ",6,data/andersen.html
60855,28431,and each of them took half,. ,6,data/andersen.html
60856,28432,They also divided the pips and ate all but one,", ",10,data/andersen.html
60857,28433,which the little girl proposed should be placed in the ground,. ,11,data/andersen.html
60858,28434,You will see what will come out,",",7,data/andersen.html
60859,28435,she said,; ,2,data/andersen.html
60860,28436,something you don't expect,. ,4,data/andersen.html
60861,28437,A whole apple-tree will come out,", ",6,data/andersen.html
60862,28438,but not directly,.,3,data/andersen.html
60863,28439,Then they got a flower-pot,", ",5,data/andersen.html
60864,28440,filled it with earth,", ",4,data/andersen.html
60865,28441,and were soon both very busy and eager about it,. ,10,data/andersen.html
60866,28442,The boy made a hole in the earth with his finger,", ",11,data/andersen.html
60867,28443,and the little girl placed the pip in the hole,", ",10,data/andersen.html
60868,28444,and then they both covered it over with earth,. ,9,data/andersen.html
60869,28445,Now you must not take it out to-morrow to see if it has taken root,",",15,data/andersen.html
60870,28446,said Molly,; ,2,data/andersen.html
60871,28447,no one ever should do that,. ,6,data/andersen.html
60872,28448,I did so with my flowers,", ",6,data/andersen.html
60873,28449,but only twice,; ,3,data/andersen.html
60874,28450,I wanted to see if they were growing,. ,8,data/andersen.html
60875,28451,I didn't know any better then,", ",6,data/andersen.html
60876,28452,and the flowers all died,.,5,data/andersen.html
60877,28453,Little Anthony kept the flower-pot,", ",5,data/andersen.html
60878,28454,and every morning during the whole winter he looked at it,", ",11,data/andersen.html
60879,28455,but there was nothing to be seen but black earth,. ,10,data/andersen.html
60880,28456,At last,", ",2,data/andersen.html
60881,28457,however,", ",1,data/andersen.html
60882,28458,the spring came,", ",3,data/andersen.html
60883,28459,and the sun shone warm again,", ",6,data/andersen.html
60884,28460,and then two little green leaves sprouted forth in the pot,. ,11,data/andersen.html
60885,28461,They are Molly and me,",",5,data/andersen.html
60886,28462,said the boy,. ,3,data/andersen.html
60887,28463,How wonderful they are,", ",4,data/andersen.html
60888,28464,and so beautiful,!,3,data/andersen.html
60889,28465,Very soon a third leaf made its appearance,. ,8,data/andersen.html
60890,28466,Who does that stand for,?,5,data/andersen.html
60891,28467,thought he,", ",2,data/andersen.html
60892,28468,and then came another and another,. ,6,data/andersen.html
60893,28469,Day after day,", ",3,data/andersen.html
60894,28470,and week after week,", ",4,data/andersen.html
60895,28471,till the plant became quite a tree,. ,7,data/andersen.html
60896,28472,And all this about the two children was mirrored to old Anthony in a single tear,", ",16,data/andersen.html
60897,28473,which could soon be wiped away and disappear,", ",8,data/andersen.html
60898,28474,but might come again from its source in the heart of the old man,. ,14,data/andersen.html
60899,28475,In the neighborhood of Eisenach stretches a ridge of stony mountains,", ",11,data/andersen.html
60900,28476,one of which has a rounded outline,", ",7,data/andersen.html
60901,28477,and shows itself above the rest without tree,", ",8,data/andersen.html
60902,28478,bush,", ",1,data/andersen.html
60903,28479,or grass on its barren summits,. ,6,data/andersen.html
60904,28480,"It is called the ""Venus Mountain",",",6,data/andersen.html
60905,28481,"and the story goes that the ""Lady Venus",",",8,data/andersen.html
60906,28482,one of the heathen goddesses,", ",5,data/andersen.html
60907,28483,keeps house there,. ,3,data/andersen.html
60908,28484,"She is also called ""Lady Halle",",",6,data/andersen.html
60909,28485,as every child round Eisenach well knows,. ,7,data/andersen.html
60910,28486,She it was who enticed the noble knight,", ",8,data/andersen.html
60911,28487,Tannhauser,", ",1,data/andersen.html
60912,28488,the minstrel,", ",2,data/andersen.html
60913,28489,from the circle of singers at Wartburg into her mountain,. ,10,data/andersen.html
60914,28490,Little Molly and Anthony often stood by this mountain,", ",9,data/andersen.html
60915,28491,and one day Molly said,", ",5,data/andersen.html
60916,28492,Do you dare to knock and say,", ",7,data/andersen.html
60917,28493,Lady Halle,", ",2,data/andersen.html
60918,28494,Lady Halle,", ",2,data/andersen.html
60919,28495,open the door,: ,3,data/andersen.html
60920,28496,Tannhauser is here,!,3,data/andersen.html
60921,28497,But Anthony did not dare,. ,5,data/andersen.html
60922,28498,Molly,", ",1,data/andersen.html
60923,28499,however,", ",1,data/andersen.html
60924,28500,did,", ",1,data/andersen.html
60925,28501,though she only said the words,", ",6,data/andersen.html
60926,28502,Lady Halle,", ",2,data/andersen.html
60927,28503,Lady Halle,",",2,data/andersen.html
60928,28504,loudly and distinctly,; ,3,data/andersen.html
60929,28505,the rest she muttered so much under her breath that Anthony felt certain she had really said nothing,; ,18,data/andersen.html
60930,28506,and yet she looked quite bold and saucy,", ",8,data/andersen.html
60931,28507,just as she did sometimes when she was in the garden with a number of other little girls,; ,18,data/andersen.html
60932,28508,they would all stand round him together,", ",7,data/andersen.html
60933,28509,and want to kiss him,", ",5,data/andersen.html
60934,28510,because he did not like to be kissed,", ",8,data/andersen.html
60935,28511,and pushed them away,. ,4,data/andersen.html
60936,28512,Then Molly was the only one who dared to resist him,. ,11,data/andersen.html
60937,28513,I may kiss him,",",4,data/andersen.html
60938,28514,she would say proudly,", ",4,data/andersen.html
60939,28515,as she threw her arms round his neck,; ,8,data/andersen.html
60940,28516,she was vain of her power over Anthony,", ",8,data/andersen.html
60941,28517,for he would submit quietly and think nothing of it,. ,10,data/andersen.html
60942,28518,Molly was very charming,", ",4,data/andersen.html
60943,28519,but rather bold,; ,3,data/andersen.html
60944,28520,and how she did tease,! ,5,data/andersen.html
60945,28521,They said Lady Halle was beautiful,", ",6,data/andersen.html
60946,28522,but her beauty was that of a tempting fiend,. ,9,data/andersen.html
60947,28523,Saint Elizabeth,", ",2,data/andersen.html
60948,28524,the tutelar saint of the land,", ",6,data/andersen.html
60949,28525,the pious princess of Thuringia,", ",5,data/andersen.html
60950,28526,whose good deeds have been immortalized in so many places through stories and legends,", ",14,data/andersen.html
60951,28527,had greater beauty and more real grace,. ,7,data/andersen.html
60952,28528,Her picture hung in the chapel,", ",6,data/andersen.html
60953,28529,surrounded by silver lamps,; ,4,data/andersen.html
60954,28530,but it did not in the least resemble Molly,. ,9,data/andersen.html
60955,28531,The apple-tree,", ",2,data/andersen.html
60956,28532,which the two children had planted,", ",6,data/andersen.html
60957,28533,grew year after year,", ",4,data/andersen.html
60958,28534,till it became so large that it had to be transplanted into the garden,", ",14,data/andersen.html
60959,28535,where the dew fell and the sun shone warmly,. ,9,data/andersen.html
60960,28536,And there it increased in strength so much as to be able to withstand the cold of winter,; ,18,data/andersen.html
60961,28537,and after passing through the severe weather,", ",7,data/andersen.html
60962,28538,it seemed to put forth its blossoms in spring for very joy that the cold season had gone,. ,18,data/andersen.html
60963,28539,In autumn it produced two apples,", ",6,data/andersen.html
60964,28540,one for Molly and one for Anthony,; ,7,data/andersen.html
60965,28541,it could not well do less,. ,6,data/andersen.html
60966,28542,The tree after this grew very rapidly,", ",7,data/andersen.html
60967,28543,and Molly grew with the tree,. ,6,data/andersen.html
60968,28544,She was as fresh as an apple-blossom,", ",7,data/andersen.html
60969,28545,but Anthony was not to behold this flower for long,. ,10,data/andersen.html
60970,28546,All things change,; ,3,data/andersen.html
60971,28547,Molly's father left his old home,", ",6,data/andersen.html
60972,28548,and Molly went with him far away,. ,7,data/andersen.html
60973,28549,In our time,", ",3,data/andersen.html
60974,28550,it would be only a journey of a few hours,", ",10,data/andersen.html
60975,28551,but then it took more than a day and a night to travel so far eastward from Eisenbach to a town still called Weimar,", ",24,data/andersen.html
60976,28552,on the borders of Thuringia,. ,5,data/andersen.html
60977,28553,And Molly and Anthony both wept,", ",6,data/andersen.html
60978,28554,but these tears all flowed together into one tear which had the rosy shimmer of joy,. ,16,data/andersen.html
60979,28555,Molly had told him that she loved him,—,8,data/andersen.html
60980,28556,loved him more than all the splendors of Weimar,. ,9,data/andersen.html
60981,28557,One,", ",1,data/andersen.html
60982,28558,two,", ",1,data/andersen.html
60983,28559,three years went by,", ",4,data/andersen.html
60984,28560,and during the whole time he received only two letters,. ,10,data/andersen.html
60985,28561,One came by the carrier,", ",5,data/andersen.html
60986,28562,and the other a traveller brought,. ,6,data/andersen.html
60987,28563,The way was very long and difficult,", ",7,data/andersen.html
60988,28564,with many turnings and windings through towns and villages,. ,9,data/andersen.html
60989,28565,How often had Anthony and Molly heard the story of Tristan and Isolda,", ",13,data/andersen.html
60990,28566,and Anthony had thought the story applied to him,", ",9,data/andersen.html
60991,28567,although Tristan means born in sorrow,", ",6,data/andersen.html
60992,28568,which Anthony certainly was not,; ,5,data/andersen.html
60993,28569,nor was it likely he would ever say of Molly as Tristan said of Isolda,", ",15,data/andersen.html
60994,28570,She has forgotten me,.,4,data/andersen.html
60995,28571,But in truth,", ",3,data/andersen.html
60996,28572,Isolda had not forgotten him,", ",5,data/andersen.html
60997,28573,her faithful friend,; ,3,data/andersen.html
60998,28574,and when both were laid in their graves,", ",8,data/andersen.html
60999,28575,one,", ",1,data/andersen.html
61000,28576,on each side of the church,", ",6,data/andersen.html
61001,28577,the linden-trees that grew by each grave spread over the roof,", ",11,data/andersen.html
61002,28578,and,", ",1,data/andersen.html
61003,28579,bending towards each other,", ",4,data/andersen.html
61004,28580,mingled their blossoms together,. ,4,data/andersen.html
61005,28581,Anthony thought it a very beautiful but mournful story,; ,9,data/andersen.html
61006,28582,yet he never feared anything so sad would happen to him and Molly,", ",13,data/andersen.html
61007,28583,as he passed the spot,", ",5,data/andersen.html
61008,28584,whistling the air of a song,", ",6,data/andersen.html
61009,28585,composed by the minstrel Walter,", ",5,data/andersen.html
61010,28586,"called the ""Willow bird",",",4,data/andersen.html
61011,28587,beginning,— ,1,data/andersen.html
61012,28588,One stanza pleased him exceedingly,— ,5,data/andersen.html
61013,28589,This song was often in his mouth,", ",7,data/andersen.html
61014,28590,and he sung or whistled it on a moonlight night,", ",10,data/andersen.html
61015,28591,when he rode on horseback along the deep,", ",8,data/andersen.html
61016,28592,hollow way,", ",2,data/andersen.html
61017,28593,on his road to Weimar,", ",5,data/andersen.html
61018,28594,to visit Molly,. ,3,data/andersen.html
61019,28595,He wished to arrive unexpectedly,", ",5,data/andersen.html
61020,28596,and so indeed he did,. ,5,data/andersen.html
61021,28597,He was received with a hearty welcome,", ",7,data/andersen.html
61022,28598,and introduced to plenty of grand and pleasant company,", ",9,data/andersen.html
61023,28599,where overflowing winecups were passed about,. ,6,data/andersen.html
61024,28600,A pretty room and a good bed were provided for him,", ",11,data/andersen.html
61025,28601,and yet his reception was not what he had expected and dreamed it would be,. ,15,data/andersen.html
61026,28602,He could not comprehend his own feelings nor the feelings of others,; ,12,data/andersen.html
61027,28603,but it is easily understood how a person can be admitted into a house or a family without becoming one of them,. ,22,data/andersen.html
61028,28604,We converse in company with those we meet,", ",8,data/andersen.html
61029,28605,as we converse with our fellow-travellers in a stage-coach,", ",9,data/andersen.html
61030,28606,on a journey,; ,3,data/andersen.html
61031,28607,we know nothing of them,", ",5,data/andersen.html
61032,28608,and perhaps all the while we are incommoding one another,", ",10,data/andersen.html
61033,28609,and each is wishing himself or his neighbor away,. ,9,data/andersen.html
61034,28610,Something of this kind Anthony felt when Molly talked to him of old times,. ,14,data/andersen.html
61035,28611,I am a straightforward girl,",",5,data/andersen.html
61036,28612,she said,", ",2,data/andersen.html
61037,28613,and I will tell you myself how it is,. ,9,data/andersen.html
61038,28614,There have been great changes since we were children together,; ,10,data/andersen.html
61039,28615,everything is different,", ",3,data/andersen.html
61040,28616,both inwardly and outwardly,. ,4,data/andersen.html
61041,28617,We cannot control our wills,", ",5,data/andersen.html
61042,28618,nor the feelings of our hearts,", ",6,data/andersen.html
61043,28619,by the force of custom,. ,5,data/andersen.html
61044,28620,Anthony,", ",1,data/andersen.html
61045,28621,I would not,", ",3,data/andersen.html
61046,28622,for the world,", ",3,data/andersen.html
61047,28623,make an enemy of you when I am far away,. ,10,data/andersen.html
61048,28624,Believe me,", ",2,data/andersen.html
61049,28625,I entertain for you the kindest wishes in my heart,; ,10,data/andersen.html
61050,28626,but to feel for you what I now know can be felt for another man,", ",15,data/andersen.html
61051,28627,can never be,. ,3,data/andersen.html
61052,28628,You must try and reconcile yourself to this,. ,8,data/andersen.html
61053,28629,Farewell,", ",1,data/andersen.html
61054,28630,Anthony,.,1,data/andersen.html
61055,28631,Anthony also said,", ",3,data/andersen.html
61056,28632,Farewell,.,1,data/andersen.html
61057,28633,Not a tear came into his eye,; ,7,data/andersen.html
61058,28634,he felt he was no longer Molly's friend,. ,8,data/andersen.html
61059,28635,Hot iron and cold iron alike take the skin from our lips,", ",12,data/andersen.html
61060,28636,and we feel the same sensation if we kiss either,; ,10,data/andersen.html
61061,28637,and Anthony's kiss was now the kiss of hatred,", ",9,data/andersen.html
61062,28638,as it had once been the kiss of love,. ,9,data/andersen.html
61063,28639,Within four-and-twenty hours Anthony was back again to Eisenach,", ",9,data/andersen.html
61064,28640,though the horse that he rode was entirely ruined,. ,9,data/andersen.html
61065,28641,What matters it,?,3,data/andersen.html
61066,28642,said he,; ,2,data/andersen.html
61067,28643,I am ruined also,. ,4,data/andersen.html
61068,28644,I will destroy everything that can remind me of her,", ",10,data/andersen.html
61069,28645,or of Lady Halle,", ",4,data/andersen.html
61070,28646,or Lady Venus,", ",3,data/andersen.html
61071,28647,the heathen woman,. ,3,data/andersen.html
61072,28648,I will break down the apple-tree,", ",6,data/andersen.html
61073,28649,and tear it up by the roots,; ,7,data/andersen.html
61074,28650,never more shall it blossom or bear fruit,.,8,data/andersen.html
61075,28651,The apple-tree was not broken down,; ,6,data/andersen.html
61076,28652,for Anthony himself was struck with a fever,", ",8,data/andersen.html
61077,28653,which caused him to break down,", ",6,data/andersen.html
61078,28654,and confined him to his bed,. ,6,data/andersen.html
61079,28655,But something occurred to raise him up again,. ,8,data/andersen.html
61080,28656,What was it,? ,3,data/andersen.html
61081,28657,A medicine was offered to him,", ",6,data/andersen.html
61082,28658,which he was obliged to take,: ,6,data/andersen.html
61083,28659,a bitter remedy,", ",3,data/andersen.html
61084,28660,at which the sick body and the oppressed spirit alike shuddered,. ,11,data/andersen.html
61085,28661,Anthony's father lost all his property,", ",6,data/andersen.html
61086,28662,and,", ",1,data/andersen.html
61087,28663,from being known as one of the richest merchants,", ",9,data/andersen.html
61088,28664,he became very poor,. ,4,data/andersen.html
61089,28665,Dark days,", ",2,data/andersen.html
61090,28666,heavy trials,", ",2,data/andersen.html
61091,28667,with poverty at the door,", ",5,data/andersen.html
61092,28668,came rolling into the house upon them like the waves of the sea,. ,13,data/andersen.html
61093,28669,Sorrow and suffering deprived Anthony's father of his strength,", ",9,data/andersen.html
61094,28670,so that he had something else to think of besides nursing his love-sorrows and his anger against Molly,. ,18,data/andersen.html
61095,28671,He had to take his father's place,", ",7,data/andersen.html
61096,28672,to give orders,", ",3,data/andersen.html
61097,28673,to act with energy,", ",4,data/andersen.html
61098,28674,to help,", ",2,data/andersen.html
61099,28675,and,", ",1,data/andersen.html
61100,28676,at last,", ",2,data/andersen.html
61101,28677,to go out into the world and earn his bread,. ,10,data/andersen.html
61102,28678,Anthony went to Bremen,", ",4,data/andersen.html
61103,28679,and there he learnt what poverty and hard living really were,. ,11,data/andersen.html
61104,28680,These things often harden the character,", ",6,data/andersen.html
61105,28681,but sometimes soften the heart,", ",5,data/andersen.html
61106,28682,even too much,. ,3,data/andersen.html
61107,28683,How different the world,", ",4,data/andersen.html
61108,28684,and the people in it,", ",5,data/andersen.html
61109,28685,appeared to Anthony now,", ",4,data/andersen.html
61110,28686,to what he had thought in his childhood,! ,8,data/andersen.html
61111,28687,What to him were the minstrel's songs,? ,7,data/andersen.html
61112,28688,An echo of the past,", ",5,data/andersen.html
61113,28689,sounds long vanished,. ,3,data/andersen.html
61114,28690,At times he would think in this way,; ,8,data/andersen.html
61115,28691,yet again and again the songs would sound in his soul,", ",11,data/andersen.html
61116,28692,and his heart become gentle and pious,. ,7,data/andersen.html
61117,28693,God's will is the best,",",5,data/andersen.html
61118,28694,he would then say,. ,4,data/andersen.html
61119,28695,It was well that I was not allowed to keep my power over Molly's heart,", ",15,data/andersen.html
61120,28696,and that she did not remain true to me,. ,9,data/andersen.html
61121,28697,How I should have felt it now,", ",7,data/andersen.html
61122,28698,when fortune has deserted me,! ,5,data/andersen.html
61123,28699,She left me before she knew of the change in my circumstances,", ",12,data/andersen.html
61124,28700,or had a thought of what was before me,. ,9,data/andersen.html
61125,28701,That is a merciful providence for me,. ,7,data/andersen.html
61126,28702,All has happened for the best,. ,6,data/andersen.html
61127,28703,She could not help it,", ",5,data/andersen.html
61128,28704,and yet I have been so bitter,", ",7,data/andersen.html
61129,28705,and in such enmity against her,.,6,data/andersen.html
61130,28706,Years passed by,: ,3,data/andersen.html
61131,28707,Anthony's father died,", ",3,data/andersen.html
61132,28708,and strangers lived in the old house,. ,7,data/andersen.html
61133,28709,He had seen it once again since then,. ,8,data/andersen.html
61134,28710,His rich master sent him journeys on business,", ",8,data/andersen.html
61135,28711,and on one occasion his way led him to his native town of Eisenach,. ,14,data/andersen.html
61136,28712,The old Wartburg castle stood unchanged on the rock where the monk and the nun were hewn out of the stone,. ,21,data/andersen.html
61137,28713,The great oaks formed an outline to the scene which he so well remembered in his childhood,. ,17,data/andersen.html
61138,28714,The Venus mountain stood out gray and bare,", ",8,data/andersen.html
61139,28715,overshadowing the valley beneath,. ,4,data/andersen.html
61140,28716,"He would have been glad to call out ""Lady Halle",", ",10,data/andersen.html
61141,28717,Lady Halle,", ",2,data/andersen.html
61142,28718,unlock the mountain,. ,3,data/andersen.html
61143,28719,I would fain remain here always in my native soil,.,10,data/andersen.html
61144,28720,That was a sinful thought,", ",5,data/andersen.html
61145,28721,and he offered a prayer to drive it away,. ,9,data/andersen.html
61146,28722,Then a little bird in the thicket sang out clearly,", ",10,data/andersen.html
61147,28723,and old Anthony thought of the minstrel's song,. ,8,data/andersen.html
61148,28724,How much came back to his remembrance as he looked through the tears once more on his native town,! ,19,data/andersen.html
61149,28725,The old house was still standing as in olden times,", ",10,data/andersen.html
61150,28726,but the garden had been greatly altered,; ,7,data/andersen.html
61151,28727,a pathway led through a portion of the ground,", ",9,data/andersen.html
61152,28728,and outside the garden,", ",4,data/andersen.html
61153,28729,and beyond the path,", ",4,data/andersen.html
61154,28730,stood the old apple-tree,", ",4,data/andersen.html
61155,28731,which he had not broken down,", ",6,data/andersen.html
61156,28732,although he talked of doing so in his trouble,. ,9,data/andersen.html
61157,28733,The sun still threw its rays upon the tree,", ",9,data/andersen.html
61158,28734,and the refreshing dew fell upon it as of old,; ,10,data/andersen.html
61159,28735,and it was so overloaded with fruit that the branches bent towards the earth with the weight,. ,17,data/andersen.html
61160,28736,That flourishes still,",",3,data/andersen.html
61161,28737,said he,", ",2,data/andersen.html
61162,28738,as he gazed,. ,3,data/andersen.html
61163,28739,One of the branches of the tree had,", ",8,data/andersen.html
61164,28740,however,", ",1,data/andersen.html
61165,28741,been broken,: ,2,data/andersen.html
61166,28742,mischievous hands must have done this in passing,", ",8,data/andersen.html
61167,28743,for the tree now stood in a public thoroughfare,. ,9,data/andersen.html
61168,28744,The blossoms are often plucked,",",5,data/andersen.html
61169,28745,said Anthony,; ,2,data/andersen.html
61170,28746,the fruit is stolen and the branches broken without a thankful thought of their profusion and beauty,. ,17,data/andersen.html
61171,28747,It might be said of a tree,", ",7,data/andersen.html
61172,28748,as it has been said of some men,—,8,data/andersen.html
61173,28749,it was not predicted at his cradle that he should come to this,. ,13,data/andersen.html
61174,28750,How brightly began the history of this tree,", ",8,data/andersen.html
61175,28751,and what is it now,? ,5,data/andersen.html
61176,28752,Forsaken and forgotten,", ",3,data/andersen.html
61177,28753,in a garden by a hedge in a field,", ",9,data/andersen.html
61178,28754,and close to a public road,. ,6,data/andersen.html
61179,28755,There it stands,", ",3,data/andersen.html
61180,28756,unsheltered,", ",1,data/andersen.html
61181,28757,plundered,", ",1,data/andersen.html
61182,28758,and broken,. ,2,data/andersen.html
61183,28759,It certainly has not yet withered,; ,6,data/andersen.html
61184,28760,but in the course of years the number of blossoms from time to time will grow less,", ",17,data/andersen.html
61185,28761,and at last it was cease altogether to bear fruit,; ,10,data/andersen.html
61186,28762,and then its history will be over,.,7,data/andersen.html
61187,28763,Such were Anthony's thoughts as he stood under the tree,", ",10,data/andersen.html
61188,28764,and during many a long night as he lay in his lonely chamber in the wooden house in Hauschen Street,", ",20,data/andersen.html
61189,28765,Copenhagen,", ",1,data/andersen.html
61190,28766,in the foreign land to which the rich merchant of Bremen,", ",11,data/andersen.html
61191,28767,his employer,", ",2,data/andersen.html
61192,28768,had sent him on condition that he should never marry,. ,10,data/andersen.html
61193,28769,Marry,! ,1,data/andersen.html
61194,28770,ha,", ",1,data/andersen.html
61195,28771,ha,!,1,data/andersen.html
61196,28772,and he laughed bitterly to himself at the thought,. ,9,data/andersen.html
61197,28773,Winter one year set in early,", ",6,data/andersen.html
61198,28774,and it was freezing hard,. ,5,data/andersen.html
61199,28775,Without,", ",1,data/andersen.html
61200,28776,a snowstorm made every one remain at home who could do so,. ,12,data/andersen.html
61201,28777,Thus it happened that Anthony's neighbors,", ",6,data/andersen.html
61202,28778,who lived opposite to him,", ",5,data/andersen.html
61203,28779,did not notice that his house remained unopened for two days,", ",11,data/andersen.html
61204,28780,and that he had not showed himself during that time,", ",10,data/andersen.html
61205,28781,for who would go out in such weather unless he were obliged to do so,. ,15,data/andersen.html
61206,28782,They were gray,", ",3,data/andersen.html
61207,28783,gloomy days,", ",2,data/andersen.html
61208,28784,and in the house whose windows were not glass,", ",9,data/andersen.html
61209,28785,twilight and dark nights reigned in turns,. ,7,data/andersen.html
61210,28786,During these two days old Anthony had not left his bed,", ",11,data/andersen.html
61211,28787,he had not the strength to do so,. ,8,data/andersen.html
61212,28788,The bitter weather had for some time affected his limbs,. ,10,data/andersen.html
61213,28789,There lay the old bachelor,", ",5,data/andersen.html
61214,28790,forsaken by all,", ",3,data/andersen.html
61215,28791,and unable to help himself,. ,5,data/andersen.html
61216,28792,He could scarcely reach the water jug that he had placed by his bed,", ",14,data/andersen.html
61217,28793,and the last drop was gone,. ,6,data/andersen.html
61218,28794,It was not fever,", ",4,data/andersen.html
61219,28795,nor sickness,", ",2,data/andersen.html
61220,28796,but old age,", ",3,data/andersen.html
61221,28797,that had laid him low,. ,5,data/andersen.html
61222,28798,In the little corner,", ",4,data/andersen.html
61223,28799,where his bed lay,", ",4,data/andersen.html
61224,28800,he was over-shadowed as it were by perpetual night,. ,9,data/andersen.html
61225,28801,A little spider,", ",3,data/andersen.html
61226,28802,which he could however not see,", ",6,data/andersen.html
61227,28803,busily and cheerfully spun its web above him,", ",8,data/andersen.html
61228,28804,so that there should be a kind of little banner waving over the old man,", ",15,data/andersen.html
61229,28805,when his eyes closed,. ,4,data/andersen.html
61230,28806,The time passed slowly and painfully,. ,6,data/andersen.html
61231,28807,He had no tears to shed,", ",6,data/andersen.html
61232,28808,and he felt no pain,; ,5,data/andersen.html
61233,28809,no thought of Molly came into his mind,. ,8,data/andersen.html
